id_dummy,Total_POI,Closed_POI,AvgRating,AvgReviewCount,PriceCategory,Latitude,Longitude
1,10,0,4.3,292.0,Economical,49.27821,-123.136972
1,9,0,4.222222222222222,338.0,Economical,49.281301,-123.139108
1,10,0,4.2,568.8,Economical,49.283298,-123.142288
1,20,0,4.125,927.85,Economical,49.280787,-123.115271
1,8,0,4.0,310.5,Economical,49.266476,-123.109389
1,18,0,4.138888888888889,548.2222222222222,Economical,49.290587,-123.13625
1,17,0,4.147058823529412,257.3529411764706,Economical,49.262835,-123.152626
1,13,0,4.076923076923077,341.0,Economical,49.256825,-123.105234
1,19,0,4.2631578947368425,642.7894736842105,Economical,49.275683,-123.124388
1,12,0,4.166666666666667,261.25,Economical,49.263518,-123.09568
1,19,0,4.2368421052631575,588.6315789473684,Economical,49.28691,-123.128818
1,19,0,4.184210526315789,842.7368421052631,Economical,49.282503,-123.124697
1,18,0,4.222222222222222,661.8888888888889,Economical,49.283749,-123.136133
1,16,0,4.21875,281.0625,Economical,49.262944,-123.148109
1,13,0,3.8846153846153846,327.46153846153845,Economical,49.27029,-123.135025
1,12,0,4.041666666666667,191.08333333333334,Economical,49.280427,-123.074082
1,20,0,4.175,1003.4,Economical,49.279259,-123.119145
1,19,0,4.157894736842105,604.8421052631579,Economical,49.285836,-123.127265
1,9,0,4.111111111111111,234.66666666666666,Economical,49.272969,-123.164325
1,5,0,3.9,216.4,Economical,49.27247,-123.185643
1,10,0,4.2,185.9,Economical,49.271471,-123.17731
1,19,0,4.184210526315789,674.7368421052631,Economical,49.290112,-123.127062
1,14,0,4.178571428571429,282.07142857142856,Economical,49.263523,-123.155267
1,15,0,4.0,231.4,Economical,49.264928,-123.168068
1,15,0,3.9,181.66666666666666,Economical,49.264483,-123.173926
1,15,0,4.066666666666666,145.86666666666667,Economical,49.264579,-123.18373
1,11,0,4.090909090909091,218.63636363636363,Economical,49.263746,-123.069892
1,10,0,4.2,224.6,Economical,49.258761,-123.127071
1,10,0,4.0,151.1,Economical,49.268974,-123.190701
1,15,0,4.1,283.73333333333335,Economical,49.273011,-123.159663
1,14,0,4.071428571428571,175.57142857142858,Economical,49.266924,-123.173849
1,13,0,4.115384615384615,196.92307692307693,Economical,49.264326,-123.164725
1,15,0,4.033333333333333,156.13333333333333,Economical,49.266636,-123.183661
1,13,0,3.9615384615384617,229.23076923076923,Economical,49.254818,-123.114785
1,14,0,4.035714285714286,182.28571428571428,Economical,49.268837,-123.177633
1,10,0,4.1,160.6,Economical,49.255034,-123.120226
1,13,0,4.076923076923077,230.0,Economical,49.271044,-123.170661
1,18,0,4.111111111111111,364.0,Economical,49.252691,-123.101289
1,12,0,4.208333333333333,341.6666666666667,Economical,49.272172,-123.097978
1,11,0,4.090909090909091,99.72727272727273,Economical,49.271082,-123.191458
1,17,0,4.176470588235294,591.8235294117648,Economical,49.27808,-123.130557
1,7,0,3.857142857142857,447.7142857142857,Economical,49.269969,-123.109623
1,18,0,4.277777777777778,540.6666666666666,Economical,49.287528,-123.142139
1,18,0,4.277777777777778,531.5555555555555,Economical,49.28803,-123.142135
1,14,0,3.892857142857143,282.7142857142857,Economical,49.259579,-123.114769
1,18,0,4.277777777777778,565.3333333333334,Economical,49.2890705989865,-123.138407369468
1,18,0,4.138888888888889,760.7222222222222,Economical,49.287782,-123.12395
1,20,0,4.075,836.5,Economical,49.28512,-123.11242
1,8,0,4.125,333.25,Economical,49.265939,-123.1129
